iteration,k_offload,potential,system_total_cost_normalized,vram_load_fraction,changed,model
140,62,131.69302599542098,228.4512694908018,0.8912499999999999,0,B_utilization_proxy_pdf_cost
141,62,131.69302599542098,228.4512694908018,0.8912499999999999,0,B_utilization_proxy_pdf_cost
142,62,131.69302599542098,228.4512694908018,0.8912499999999999,1,B_utilization_proxy_pdf_cost
143,61,131.39739281256854,212.49412817965396,0.876875,0,B_utilization_proxy_pdf_cost
144,61,131.39739281256854,212.49412817965396,0.876875,0,B_utilization_proxy_pdf_cost
145,61,131.39739281256854,212.49412817965396,0.876875,0,B_utilization_proxy_pdf_cost
146,61,131.39739281256854,212.49412817965396,0.876875,1,B_utilization_proxy_pdf_cost
147,62,125.69505165375993,222.45329514914076,0.8912499999999999,0,B_utilization_proxy_pdf_cost
148,62,125.69505165375993,222.45329514914076,0.8912499999999999,0,B_utilization_proxy_pdf_cost
149,62,125.69505165375993,222.45329514914076,0.8912499999999999,0,B_utilization_proxy_pdf_cost
150,62,125.69505165375993,222.45329514914076,0.8912499999999999,0,B_utilization_proxy_pdf_cost
151,62,125.69505165375993,222.45329514914076,0.8912499999999999,1,B_utilization_proxy_pdf_cost
152,63,124.9562829110426,240.3627008765992,0.9056249999999999,0,B_utilization_proxy_pdf_cost
153,63,124.9562829110426,240.3627008765992,0.9056249999999999,1,B_utilization_proxy_pdf_cost
154,62,124.2072056037937,220.9654490991745,0.8912499999999999,0,B_utilization_proxy_pdf_cost
155,62,124.2072056037937,220.9654490991745,0.8912499999999999,0,B_utilization_proxy_pdf_cost
156,62,124.2072056037937,220.9654490991745,0.8912499999999999,0,B_utilization_proxy_pdf_cost
157,62,124.2072056037937,220.9654490991745,0.8912499999999999,0,B_utilization_proxy_pdf_cost
158,62,124.2072056037937,220.9654490991745,0.8912499999999999,1,B_utilization_proxy_pdf_cost
159,61,124.20421252897637,205.30094789606179,0.876875,0,B_utilization_proxy_pdf_cost
160,61,124.20421252897637,205.30094789606179,0.876875,0,B_utilization_proxy_pdf_cost
161,61,124.20421252897637,205.30094789606179,0.876875,0,B_utilization_proxy_pdf_cost
162,61,124.20421252897637,205.30094789606179,0.876875,0,B_utilization_proxy_pdf_cost
163,61,124.20421252897637,205.30094789606179,0.876875,1,B_utilization_proxy_pdf_cost
164,62,122.37756347010024,219.13580696548107,0.8912499999999999,0,B_utilization_proxy_pdf_cost
165,62,122.37756347010024,219.13580696548107,0.8912499999999999,0,B_utilization_proxy_pdf_cost
166,62,122.37756347010024,219.13580696548107,0.8912499999999999,0,B_utilization_proxy_pdf_cost
167,62,122.37756347010024,219.13580696548107,0.8912499999999999,0,B_utilization_proxy_pdf_cost
168,62,122.37756347010024,219.13580696548107,0.8912499999999999,0,B_utilization_proxy_pdf_cost
169,62,122.37756347010024,219.13580696548107,0.8912499999999999,0,B_utilization_proxy_pdf_cost
170,62,122.37756347010024,219.13580696548107,0.8912499999999999,0,B_utilization_proxy_pdf_cost
171,62,122.37756347010024,219.13580696548107,0.8912499999999999,0,B_utilization_proxy_pdf_cost
172,62,122.37756347010024,219.13580696548107,0.8912499999999999,1,B_utilization_proxy_pdf_cost
173,63,122.03751181043489,237.4439297759915,0.9056249999999999,1,B_utilization_proxy_pdf_cost
174,62,120.90463976989768,217.6628832652785,0.8912499999999999,0,B_utilization_proxy_pdf_cost
175,62,120.90463976989768,217.6628832652785,0.8912499999999999,0,B_utilization_proxy_pdf_cost
176,62,120.90463976989768,217.6628832652785,0.8912499999999999,0,B_utilization_proxy_pdf_cost
177,62,120.90463976989768,217.6628832652785,0.8912499999999999,0,B_utilization_proxy_pdf_cost
178,62,120.90463976989768,217.6628832652785,0.8912499999999999,1,B_utilization_proxy_pdf_cost
179,63,120.43548615209593,235.84190411765255,0.9056249999999999,0,B_utilization_proxy_pdf_cost
180,63,120.43548615209593,235.84190411765255,0.9056249999999999,0,B_utilization_proxy_pdf_cost
181,63,120.43548615209593,235.84190411765255,0.9056249999999999,0,B_utilization_proxy_pdf_cost
182,63,120.43548615209593,235.84190411765255,0.9056249999999999,0,B_utilization_proxy_pdf_cost
183,63,120.43548615209593,235.84190411765255,0.9056249999999999,0,B_utilization_proxy_pdf_cost
184,63,120.43548615209593,235.84190411765255,0.9056249999999999,1,B_utilization_proxy_pdf_cost
185,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
186,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
187,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
188,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
189,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
190,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
191,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
192,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
193,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
194,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
195,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
196,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
197,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
198,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
199,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
200,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
201,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
202,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
203,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
204,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
205,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
206,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
207,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
208,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
209,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
210,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
211,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
212,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
213,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
214,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
215,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
216,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
217,62,120.20666542823665,216.96490892361746,0.8912499999999999,0,B_utilization_proxy_pdf_cost
218,62,120.20666542823665,216.96490892361746,0.8912499999999999,1,B_utilization_proxy_pdf_cost
219,63,115.56384536884138,230.97026333439797,0.9056249999999999,0,B_utilization_proxy_pdf_cost
220,63,115.56384536884138,230.97026333439797,0.9056249999999999,0,B_utilization_proxy_pdf_cost
221,63,115.56384536884138,230.97026333439797,0.9056249999999999,1,B_utilization_proxy_pdf_cost
222,64,115.52881995200538,253.13386285659465,0.9199999999999999,0,B_utilization_proxy_pdf_cost
223,64,115.52881995200538,253.13386285659465,0.9199999999999999,0,B_utilization_proxy_pdf_cost
224,64,115.52881995200538,253.13386285659465,0.9199999999999999,0,B_utilization_proxy_pdf_cost
225,64,115.52881995200538,253.13386285659465,0.9199999999999999,0,B_utilization_proxy_pdf_cost
226,64,115.52881995200538,253.13386285659465,0.9199999999999999,0,B_utilization_proxy_pdf_cost
227,64,115.52881995200538,253.13386285659465,0.9199999999999999,1,B_utilization_proxy_pdf_cost
228,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
229,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
230,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
231,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
232,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
233,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
234,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
235,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
236,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
237,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
238,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
239,63,115.52333220206218,230.92975016761878,0.9056249999999999,0,B_utilization_proxy_pdf_cost
240,63,115.52333220206218,230.92975016761878,0.9056249999999999,1,B_utilization_proxy_pdf_cost
241,62,115.37351215342233,212.13175564880314,0.8912499999999999,0,B_utilization_proxy_pdf_cost
242,62,115.37351215342233,212.13175564880314,0.8912499999999999,0,B_utilization_proxy_pdf_cost
243,62,115.37351215342233,212.13175564880314,0.8912499999999999,0,B_utilization_proxy_pdf_cost
244,62,115.37351215342233,212.13175564880314,0.8912499999999999,0,B_utilization_proxy_pdf_cost
245,62,115.37351215342233,212.13175564880314,0.8912499999999999,0,B_utilization_proxy_pdf_cost
246,62,115.37351215342233,212.13175564880314,0.8912499999999999,0,B_utilization_proxy_pdf_cost
247,62,115.37351215342233,212.13175564880314,0.8912499999999999,0,B_utilization_proxy_pdf_cost
248,62,115.37351215342233,212.13175564880314,0.8912499999999999,0,B_utilization_proxy_pdf_cost
249,62,115.37351215342233,212.13175564880314,0.8912499999999999,1,B_utilization_proxy_pdf_cost
250,61,115.24749409548548,196.3442294625709,0.876875,1,B_utilization_proxy_pdf_cost
251,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
252,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
253,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
254,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
255,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
256,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
257,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
258,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
259,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
260,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
261,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
262,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
263,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
264,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
265,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
266,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
267,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
268,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
269,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
270,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
271,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
272,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
273,62,114.5998457118288,211.35808920720964,0.8912499999999999,0,B_utilization_proxy_pdf_cost
274,62,114.5998457118288,211.35808920720964,0.8912499999999999,1,B_utilization_proxy_pdf_cost
275,63,114.40638419395954,229.81280215951617,0.9056249999999999,0,B_utilization_proxy_pdf_cost
276,63,114.40638419395954,229.81280215951617,0.9056249999999999,0,B_utilization_proxy_pdf_cost
277,63,114.40638419395954,229.81280215951617,0.9056249999999999,0,B_utilization_proxy_pdf_cost
278,63,114.40638419395954,229.81280215951617,0.9056249999999999,0,B_utilization_proxy_pdf_cost
279,63,114.40638419395954,229.81280215951617,0.9056249999999999,0,B_utilization_proxy_pdf_cost
280,63,114.40638419395954,229.81280215951617,0.9056249999999999,0,B_utilization_proxy_pdf_cost
281,63,114.40638419395954,229.81280215951617,0.9056249999999999,0,B_utilization_proxy_pdf_cost
282,63,114.40638419395954,229.81280215951617,0.9056249999999999,0,B_utilization_proxy_pdf_cost
283,63,114.40638419395954,229.81280215951617,0.9056249999999999,1,B_utilization_proxy_pdf_cost
284,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
285,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
286,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
287,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
288,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
289,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
290,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
291,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
292,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
293,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
294,62,113.97756347010025,210.73580696548106,0.8912499999999999,0,B_utilization_proxy_pdf_cost
