model,formula,D_overhead_seconds,scale,lambda,interpretation,r2_seconds,mae_ms,rmse_ms,median_absolute_error_ms,mean_compute_multiplier,mean_vram_multiplier,mu_card_data_per_second,mu_card_effective_per_second,mu_pool_effective_per_second,vreq_fraction_effective,cost_structure,semantic_aggregation
B_utilization_proxy,"D=D_overhead+(1/(c*mu_card))*scale/(1-rho), rho=lambda*K/(c*mu_card)",0.21279369280515822,2.3965828373686393e-06,0.040438771390268365,pooled service baseline multiplied by fitted utilization pressure,0.02039490827644652,35.154742837401734,52.76332144298604,25.249999999999993,1.199,1.1349999999999998,0.044482996168049134,0.03710008020688001,4.043908742549921,0.014187499999999997,PDF: E_i plus s_i times shared Dcomp(K) and M(K); no independent C_compute,arithmetic mean over the 100 fixed main-game tasks
